transaction_date,account_id,amount,currency,description,category
2024-02-18,ACCT-JP-004,-7756852.18,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-18,ACCT-BR-021,-348571.39,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-18,ACCT-MX-029,-4839603.73,MXN,SALARY - 2024-02,SALARY
2024-02-18,ACCT-US-008,429759.98,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-18,ACCT-IN-024,8929184.56,INR,INVESTMENT - 2024-02,INVESTMENT
2024-02-18,ACCT-SG-036,352971.53,SGD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-18,ACCT-IN-027,-9412033.42,INR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-19,ACCT-BR-023,1561231.77,BRL,INVESTMENT - 2024-02,INVESTMENT
2024-02-19,ACCT-US-010,367928.68,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-19,ACCT-DE-015,-298779.07,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-19,ACCT-JP-002,-57523203.73,JPY,SALARY - 2024-02,SALARY
2024-02-19,ACCT-IN-024,-4000277.4,INR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-19,ACCT-MX-030,1084780.87,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-19,ACCT-IN-028,-7029409.81,INR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-19,ACCT-BR-022,-584393.23,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-19,ACCT-JP-002,-2529464.46,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-19,ACCT-JP-001,10702148.49,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-19,ACCT-SG-036,-147538.24,SGD,RENT - 2024-02,RENT
2024-02-19,ACCT-CN-040,246513.66,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-19,ACCT-JP-001,-20777668.87,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-19,ACCT-DE-016,-46617.91,EUR,RENT - 2024-02,RENT
2024-02-19,ACCT-BR-022,-65917.29,BRL,TAX - 2024-02,TAX
2024-02-19,ACCT-SG-036,-193306.73,SGD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-19,ACCT-US-009,-320318.63,USD,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-19,ACCT-US-007,356489.1,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-19,ACCT-US-007,-976781.75,USD,SALARY - 2024-02,SALARY
2024-02-20,ACCT-MX-030,-2243703.5,MXN,SALARY - 2024-02,SALARY
2024-02-20,ACCT-DE-014,-177607.24,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-BR-023,-1308268.62,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-20,ACCT-US-010,-166211.2,USD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-MX-029,836352.85,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-IN-028,-1040973.42,INR,OTHER - 2024-02,OTHER
2024-02-20,ACCT-SG-035,232859.09,SGD,INVESTMENT - 2024-02,INVESTMENT
2024-02-20,ACCT-BR-020,-1457452.04,BRL,RENT - 2024-02,RENT
2024-02-20,ACCT-CN-041,-16353.47,CNY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-JP-001,26700528.14,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-JP-003,32039741.84,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-DE-016,-184059.18,EUR,RENT - 2024-02,RENT
2024-02-20,ACCT-SG-035,-148295.61,SGD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-MX-031,-1309409.45,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-BR-019,1819334.98,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-MX-031,-964237.38,MXN,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-20,ACCT-MX-030,2364191.64,MXN,INVESTMENT - 2024-02,INVESTMENT
2024-02-20,ACCT-JP-005,-27142550.12,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-AU-038,-355579.14,AUD,OTHER - 2024-02,OTHER
2024-02-20,ACCT-BR-021,-745867.55,BRL,SALARY - 2024-02,SALARY
2024-02-20,ACCT-JP-005,-18039153.94,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-MX-029,4643733.25,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-AU-038,-304123.39,AUD,SALARY - 2024-02,SALARY
2024-02-20,ACCT-US-006,-125380.99,USD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-CN-041,225548.31,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-BR-021,-1792072.52,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-20,ACCT-MX-032,261133.15,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-CN-040,-12728.74,CNY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-20,ACCT-BR-022,147705.58,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-20,ACCT-AU-037,-248233.77,AUD,RENT - 2024-02,RENT
2024-02-20,ACCT-SG-035,-129338.33,SGD,SALARY - 2024-02,SALARY
2024-02-20,ACCT-JP-003,-3763666.53,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-20,ACCT-BR-023,-795939.49,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-20,ACCT-MX-029,-114876.49,MXN,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-21,ACCT-DE-017,-138666.04,EUR,TAX - 2024-02,TAX
2024-02-21,ACCT-IN-024,1916844.4,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-BR-020,563144.91,BRL,INVESTMENT - 2024-02,INVESTMENT
2024-02-21,ACCT-BR-020,364364.21,BRL,INVESTMENT - 2024-02,INVESTMENT
2024-02-21,ACCT-IN-028,-12624128.84,INR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-JP-004,9014196.88,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-AU-037,184803.48,AUD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-IN-024,-17674917.73,INR,SALARY - 2024-02,SALARY
2024-02-21,ACCT-SG-035,374307.25,SGD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-DE-017,-314683.21,EUR,SALARY - 2024-02,SALARY
2024-02-21,ACCT-IN-028,6146751.42,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-US-008,432896.65,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-IN-024,6529585.88,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-CN-040,191924.82,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-IN-024,-11964722.17,INR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-21,ACCT-IN-027,-10723809.92,INR,OTHER - 2024-02,OTHER
2024-02-21,ACCT-BR-023,-1301820.46,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-21,ACCT-IN-027,10568906.17,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-BR-019,-567541.48,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-MX-030,-3801030.24,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-CN-041,-65846.89,CNY,RENT - 2024-02,RENT
2024-02-21,ACCT-BR-019,-1687812.71,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-SG-036,-217441.74,SGD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-US-009,-54793.04,USD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-US-008,94960.75,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-AU-038,262693.9,AUD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-MX-030,-350086.07,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-CN-042,203537.44,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-JP-004,-42439720.5,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-21,ACCT-MX-032,-1208119.24,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-GB-034,-195301.13,GBP,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-21,ACCT-BR-022,1121997.52,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-21,ACCT-BR-019,-1035353.09,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-22,ACCT-BR-023,-1780362.76,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-22,ACCT-IN-024,-12742378.79,INR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-22,ACCT-DE-013,-681555.62,EUR,SALARY - 2024-02,SALARY
2024-02-22,ACCT-IN-025,-11929757.95,INR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-22,ACCT-BR-022,327201.12,BRL,INVESTMENT - 2024-02,INVESTMENT
2024-02-22,ACCT-BR-023,-907460.64,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-22,ACCT-DE-015,-461748.94,EUR,SALARY - 2024-02,SALARY
2024-02-22,ACCT-JP-001,-49310774.26,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-22,ACCT-MX-029,295526.03,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-22,ACCT-DE-016,-269148.48,EUR,OTHER - 2024-02,OTHER
2024-02-22,ACCT-DE-018,-216468.74,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-22,ACCT-DE-018,271594.29,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-22,ACCT-SG-035,-288669.57,SGD,SALARY - 2024-02,SALARY
2024-02-22,ACCT-JP-001,-37492785.85,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-22,ACCT-DE-017,-343445.8,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-22,ACCT-MX-030,-4758289.65,MXN,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-22,ACCT-BR-022,-917838.3,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-23,ACCT-JP-004,-12294247.03,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-23,ACCT-AU-037,-384909.68,AUD,SALARY - 2024-02,SALARY
2024-02-23,ACCT-JP-003,-34591392.41,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-23,ACCT-IN-028,-4874316.41,INR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-23,ACCT-DE-017,190697.79,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-23,ACCT-CN-040,-282731.73,CNY,TAX - 2024-02,TAX
2024-02-23,ACCT-AU-039,318956.78,AUD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-23,ACCT-IN-028,2685661.71,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-23,ACCT-JP-005,15521055.77,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-23,ACCT-CN-042,-115107.5,CNY,OTHER - 2024-02,OTHER
2024-02-23,ACCT-JP-005,-50237468.45,JPY,SALARY - 2024-02,SALARY
2024-02-23,ACCT-DE-017,160070.55,EUR,INVESTMENT - 2024-02,INVESTMENT
2024-02-23,ACCT-AU-039,-10291.43,AUD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-23,ACCT-BR-022,-1240037.32,BRL,SALARY - 2024-02,SALARY
2024-02-23,ACCT-JP-002,-49367904.21,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-23,ACCT-BR-023,1187386.79,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-23,ACCT-GB-033,-412073.83,GBP,OTHER - 2024-02,OTHER
2024-02-23,ACCT-MX-031,2683241.15,MXN,INVESTMENT - 2024-02,INVESTMENT
2024-02-23,ACCT-MX-032,-1166919.73,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-23,ACCT-BR-019,131677.76,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-23,ACCT-DE-013,-34471.05,EUR,OTHER - 2024-02,OTHER
2024-02-23,ACCT-IN-025,-1242330.51,INR,SALARY - 2024-02,SALARY
2024-02-23,ACCT-MX-032,-3120273.5,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-23,ACCT-AU-037,-106405.44,AUD,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-23,ACCT-JP-003,42979767.38,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-23,ACCT-DE-013,-269619.41,EUR,SALARY - 2024-02,SALARY
2024-02-23,ACCT-DE-013,-273775.22,EUR,OTHER - 2024-02,OTHER
2024-02-23,ACCT-US-007,-222097.04,USD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-24,ACCT-MX-030,3354823.94,MXN,INVESTMENT - 2024-02,INVESTMENT
2024-02-24,ACCT-JP-003,-24453598.66,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-24,ACCT-US-009,477778.4,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-24,ACCT-DE-014,-133670.22,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-24,ACCT-US-012,-241844.62,USD,SALARY - 2024-02,SALARY
2024-02-24,ACCT-DE-013,-291988.49,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-24,ACCT-US-008,61831.66,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-24,ACCT-BR-020,-386576.3,BRL,OTHER - 2024-02,OTHER
2024-02-24,ACCT-AU-037,-272929.84,AUD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-24,ACCT-US-012,-488541.7,USD,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-24,ACCT-DE-018,-10506.35,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-24,ACCT-BR-022,-492045.94,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-24,ACCT-MX-032,-4380236.17,MXN,SALARY - 2024-02,SALARY
2024-02-24,ACCT-BR-021,-542714.71,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-24,ACCT-DE-018,83185.43,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-24,ACCT-MX-029,-2399089.74,MXN,SALARY - 2024-02,SALARY
2024-02-24,ACCT-CN-041,364076.84,CNY,INVESTMENT - 2024-02,INVESTMENT
2024-02-24,ACCT-DE-014,-79896.51,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-24,ACCT-IN-028,-5315304.52,INR,RENT - 2024-02,RENT
2024-02-24,ACCT-BR-019,-162177.23,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-25,ACCT-CN-042,235655.8,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-IN-027,-18159879.99,INR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-25,ACCT-AU-037,-184980.92,AUD,SALARY - 2024-02,SALARY
2024-02-25,ACCT-BR-022,779310.14,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-IN-025,-13716414.81,INR,SALARY - 2024-02,SALARY
2024-02-25,ACCT-DE-017,253409.43,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-MX-032,2077824.35,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-AU-039,47635.43,AUD,INVESTMENT - 2024-02,INVESTMENT
2024-02-25,ACCT-MX-032,-2600943.12,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-25,ACCT-CN-040,-162041.26,CNY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-25,ACCT-AU-039,77929.3,AUD,INVESTMENT - 2024-02,INVESTMENT
2024-02-25,ACCT-IN-028,-8819084.77,INR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-25,ACCT-IN-025,6526141.84,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-DE-016,-341956.85,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-25,ACCT-AU-039,29697.5,AUD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-IN-025,11113070.43,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-SG-035,-415943.64,SGD,SALARY - 2024-02,SALARY
2024-02-25,ACCT-DE-018,-123721.93,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-25,ACCT-IN-025,-13414016.28,INR,RENT - 2024-02,RENT
2024-02-25,ACCT-SG-035,-45584.52,SGD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-25,ACCT-JP-001,-45115299.74,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-25,ACCT-BR-019,-1309662.32,BRL,OTHER - 2024-02,OTHER
2024-02-25,ACCT-AU-038,-327249.63,AUD,SALARY - 2024-02,SALARY
2024-02-25,ACCT-CN-042,118455.23,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-25,ACCT-US-007,-207338.86,USD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-25,ACCT-MX-030,-4316208.6,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-25,ACCT-US-006,-994801.25,USD,SALARY - 2024-02,SALARY
2024-02-25,ACCT-SG-035,-361524.28,SGD,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-25,ACCT-JP-001,-44361855.13,JPY,SALARY - 2024-02,SALARY
2024-02-25,ACCT-SG-035,-170502.51,SGD,SALARY - 2024-02,SALARY
2024-02-25,ACCT-JP-001,-4816070.47,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-DE-013,338294.64,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-SG-036,490357.53,SGD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-BR-019,-309256.93,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-26,ACCT-DE-015,-377517.29,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-BR-020,1834724.45,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-CN-040,178646.05,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-DE-013,146285.24,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-CN-040,-377505.48,CNY,SALARY - 2024-02,SALARY
2024-02-26,ACCT-DE-013,250245.43,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-DE-014,-149614.6,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-26,ACCT-DE-017,157563.23,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-DE-017,-313783.88,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-BR-019,1859872.57,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-DE-018,-16752.9,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-US-011,188142.58,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-MX-031,4500626.26,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-CN-040,359948.98,CNY,INVESTMENT - 2024-02,INVESTMENT
2024-02-26,ACCT-JP-002,-95874012.44,JPY,SALARY - 2024-02,SALARY
2024-02-26,ACCT-CN-041,-50101.43,CNY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-26,ACCT-MX-031,-2822859.16,MXN,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-MX-031,-3810062.85,MXN,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-CN-042,407157.63,CNY,INVESTMENT - 2024-02,INVESTMENT
2024-02-26,ACCT-IN-024,-8790990.64,INR,SALARY - 2024-02,SALARY
2024-02-26,ACCT-BR-020,-1615524.44,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-JP-004,13911850.52,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-26,ACCT-MX-031,-3305060.59,MXN,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-26,ACCT-BR-021,-1763307.16,BRL,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-27,ACCT-CN-040,-139972.53,CNY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-JP-003,-25254156.94,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-27,ACCT-GB-033,183653.71,GBP,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-27,ACCT-US-011,31728.66,USD,INVESTMENT - 2024-02,INVESTMENT
2024-02-27,ACCT-JP-001,-1360533.65,JPY,TAX - 2024-02,TAX
2024-02-27,ACCT-US-008,-242153.85,USD,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-AU-037,-81295.95,AUD,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-27,ACCT-MX-032,-3645228.24,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-DE-015,-155959.34,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-CN-042,402276.0,CNY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-27,ACCT-MX-032,-1593741.69,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-JP-002,-14212085.56,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-DE-016,-285142.81,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-MX-030,-2732436.35,MXN,SALARY - 2024-02,SALARY
2024-02-27,ACCT-CN-042,-431720.55,CNY,RENT - 2024-02,RENT
2024-02-27,ACCT-JP-005,-3020162.89,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-IN-025,17544843.14,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-27,ACCT-CN-040,-154732.22,CNY,SALARY - 2024-02,SALARY
2024-02-27,ACCT-DE-017,-202013.47,EUR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-27,ACCT-BR-019,1048000.24,BRL,INVESTMENT - 2024-02,INVESTMENT
2024-02-27,ACCT-JP-004,38417149.65,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-27,ACCT-JP-005,18793496.92,JPY,INVESTMENT - 2024-02,INVESTMENT
2024-02-27,ACCT-DE-017,354216.44,EUR,INVESTMENT - 2024-02,INVESTMENT
2024-02-27,ACCT-BR-023,-298460.26,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-DE-017,-340505.82,EUR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-27,ACCT-SG-036,-288978.64,SGD,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-28,ACCT-AU-039,-51412.19,AUD,SALARY - 2024-02,SALARY
2024-02-28,ACCT-JP-002,-44940580.95,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-GB-033,-428880.99,GBP,RENT - 2024-02,RENT
2024-02-28,ACCT-DE-018,-735822.88,EUR,SALARY - 2024-02,SALARY
2024-02-28,ACCT-JP-002,-26847301.28,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-28,ACCT-SG-035,-460477.16,SGD,RENT - 2024-02,RENT
2024-02-28,ACCT-BR-020,-1119548.57,BRL,TAX - 2024-02,TAX
2024-02-28,ACCT-MX-029,936561.97,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-28,ACCT-BR-023,-1411625.0,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-BR-023,-1714528.59,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-JP-002,-10302780.35,JPY,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-28,ACCT-BR-019,-1542643.97,BRL,RENT - 2024-02,RENT
2024-02-28,ACCT-JP-004,-40821959.13,JPY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-IN-027,-12806778.49,INR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-IN-027,15722178.63,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-28,ACCT-CN-042,-412986.23,CNY,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-IN-025,-610664.7,INR,RENT - 2024-02,RENT
2024-02-28,ACCT-IN-026,8432914.96,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-28,ACCT-MX-030,-509202.32,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-IN-028,11179504.36,INR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-28,ACCT-JP-003,47086327.75,JPY,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-28,ACCT-BR-023,-337040.44,BRL,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-28,ACCT-MX-031,-759675.5,MXN,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-28,ACCT-BR-020,-617989.16,BRL,SALARY - 2024-02,SALARY
2024-02-29,ACCT-IN-028,-9589844.09,INR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-29,ACCT-MX-031,2745874.43,MXN,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-29,ACCT-BR-019,1272123.67,BRL,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-29,ACCT-DE-015,23214.3,EUR,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-29,ACCT-GB-033,-401656.76,GBP,RENT - 2024-02,RENT
2024-02-29,ACCT-IN-025,-8470155.6,INR,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-29,ACCT-DE-016,-327640.19,EUR,RENT - 2024-02,RENT
2024-02-29,ACCT-US-012,-201352.69,USD,INTERCOMPANY - 2024-02,INTERCOMPANY
2024-02-29,ACCT-BR-022,-1965992.71,BRL,OTHER - 2024-02,OTHER
2024-02-29,ACCT-MX-030,-476703.25,MXN,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-29,ACCT-IN-028,-3340318.2,INR,AP_PAYMENT - 2024-02,AP_PAYMENT
2024-02-29,ACCT-US-010,300402.74,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
2024-02-29,ACCT-US-012,433416.74,USD,AR_RECEIPT - 2024-02,AR_RECEIPT
